no change     /nfs/home/vpais/miniconda/condabin/conda
no change     /nfs/home/vpais/miniconda/bin/conda
no change     /nfs/home/vpais/miniconda/bin/conda-env
no change     /nfs/home/vpais/miniconda/bin/activate
no change     /nfs/home/vpais/miniconda/bin/deactivate
no change     /nfs/home/vpais/miniconda/etc/profile.d/conda.sh
no change     /nfs/home/vpais/miniconda/etc/fish/conf.d/conda.fish
no change     /nfs/home/vpais/miniconda/shell/condabin/Conda.psm1
no change     /nfs/home/vpais/miniconda/shell/condabin/conda-hook.ps1
no change     /nfs/home/vpais/miniconda/lib/python3.9/site-packages/xontrib/conda.xsh
no change     /nfs/home/vpais/miniconda/etc/profile.d/conda.csh
no change     /nfs/home/vpais/.bashrc
No action taken.
Using MPI version 3.1, 8 processes
Meep progress: 28.4375/1224.9 = 2.3% done in 1171.6s, 49294.1s to go
on time step 455 (time=28.4375), 2.4562 s/step
Meep progress: 28.5625/1224.9 = 2.3% done in 1176.5s, 49279.0s to go
on time step 457 (time=28.5625), 2.45672 s/step
Meep progress: 28.6875/1224.9 = 2.3% done in 1181.5s, 49264.6s to go
on time step 459 (time=28.6875), 2.46323 s/step
Meep progress: 28.8125/1224.9 = 2.4% done in 1186.4s, 49249.7s to go
on time step 461 (time=28.8125), 2.4569 s/step
Meep progress: 28.9375/1224.9 = 2.4% done in 1191.3s, 49234.9s to go
on time step 463 (time=28.9375), 2.45636 s/step
Meep progress: 29.0625/1224.9 = 2.4% done in 1196.2s, 49220.3s to go
on time step 465 (time=29.0625), 2.45744 s/step
Meep progress: 29.1875/1224.9 = 2.4% done in 1201.1s, 49205.6s to go
on time step 467 (time=29.1875), 2.4565 s/step
Meep progress: 29.3125/1224.9 = 2.4% done in 1206.0s, 49191.1s to go
on time step 469 (time=29.3125), 2.45648 s/step
Meep progress: 29.4375/1224.9 = 2.4% done in 1210.9s, 49176.6s to go
on time step 471 (time=29.4375), 2.45707 s/step
Meep progress: 29.5625/1224.9 = 2.4% done in 1215.9s, 49162.2s to go
on time step 473 (time=29.5625), 2.45637 s/step
Meep progress: 29.6875/1224.9 = 2.4% done in 1220.8s, 49147.9s to go
on time step 475 (time=29.6875), 2.45656 s/step
Meep progress: 29.8125/1224.9 = 2.4% done in 1225.7s, 49133.7s to go
on time step 477 (time=29.8125), 2.45666 s/step
Meep progress: 29.9375/1224.9 = 2.4% done in 1230.6s, 49119.6s to go
on time step 479 (time=29.9375), 2.45806 s/step
Meep progress: 30.0625/1224.9 = 2.5% done in 1235.5s, 49105.6s to go
on time step 481 (time=30.0625), 2.45686 s/step
Meep progress: 30.1875/1224.9 = 2.5% done in 1240.4s, 49091.6s to go
on time step 483 (time=30.1875), 2.4563 s/step
Meep progress: 30.3125/1224.9 = 2.5% done in 1245.3s, 49077.6s to go
on time step 485 (time=30.3125), 2.45669 s/step
Meep progress: 30.4375/1224.9 = 2.5% done in 1250.3s, 49063.8s to go
on time step 487 (time=30.4375), 2.45626 s/step
Meep progress: 30.5625/1224.9 = 2.5% done in 1255.2s, 49049.9s to go
on time step 489 (time=30.5625), 2.45621 s/step
Meep progress: 30.6875/1224.9 = 2.5% done in 1260.1s, 49036.4s to go
on time step 491 (time=30.6875), 2.45821 s/step
Meep progress: 30.8125/1224.9 = 2.5% done in 1265.0s, 49022.7s to go
on time step 493 (time=30.8125), 2.45649 s/step
Meep progress: 30.9375/1224.9 = 2.5% done in 1269.9s, 49009.1s to go
on time step 495 (time=30.9375), 2.45652 s/step
Meep progress: 31.0625/1224.9 = 2.5% done in 1274.8s, 48995.6s to go
on time step 497 (time=31.0625), 2.45653 s/step
Meep progress: 31.1875/1224.9 = 2.5% done in 1279.7s, 48982.2s to go
on time step 499 (time=31.1875), 2.45626 s/step
Meep progress: 31.3125/1224.9 = 2.6% done in 1284.6s, 48968.9s to go
on time step 501 (time=31.3125), 2.45698 s/step
Meep progress: 31.4375/1224.9 = 2.6% done in 1289.6s, 48955.7s to go
on time step 503 (time=31.4375), 2.45849 s/step
Meep progress: 31.5625/1224.9 = 2.6% done in 1294.5s, 48942.5s to go
on time step 505 (time=31.5625), 2.45681 s/step
Meep progress: 31.6875/1224.9 = 2.6% done in 1299.4s, 48929.3s to go
on time step 507 (time=31.6875), 2.45657 s/step
Meep progress: 31.8125/1224.9 = 2.6% done in 1304.3s, 48916.2s to go
on time step 509 (time=31.8125), 2.45655 s/step
Meep progress: 31.9375/1224.9 = 2.6% done in 1309.2s, 48903.2s to go
on time step 511 (time=31.9375), 2.45673 s/step
Meep progress: 32.0625/1224.9 = 2.6% done in 1314.1s, 48890.2s to go
on time step 513 (time=32.0625), 2.4562 s/step
Meep progress: 32.1875/1224.9 = 2.6% done in 1319.0s, 48877.4s to go
on time step 515 (time=32.1875), 2.45822 s/step
Meep progress: 32.3125/1224.9 = 2.6% done in 1324.0s, 48864.6s to go
on time step 517 (time=32.3125), 2.45665 s/step
Meep progress: 32.4375/1224.9 = 2.6% done in 1328.9s, 48851.9s to go
on time step 519 (time=32.4375), 2.45752 s/step
Meep progress: 32.5625/1224.9 = 2.7% done in 1333.8s, 48839.2s to go
on time step 521 (time=32.5625), 2.4567 s/step
Meep progress: 32.6875/1224.9 = 2.7% done in 1338.7s, 48826.5s to go
on time step 523 (time=32.6875), 2.45672 s/step
Meep progress: 32.8125/1224.9 = 2.7% done in 1343.6s, 48813.9s to go
on time step 525 (time=32.8125), 2.45642 s/step
Meep progress: 32.9375/1224.9 = 2.7% done in 1348.5s, 48801.4s to go
on time step 527 (time=32.9375), 2.45694 s/step
Meep progress: 33.0625/1224.9 = 2.7% done in 1353.4s, 48788.9s to go
on time step 529 (time=33.0625), 2.45673 s/step
Meep progress: 33.1875/1224.9 = 2.7% done in 1358.4s, 48776.5s to go
on time step 531 (time=33.1875), 2.45694 s/step
Meep progress: 33.3125/1224.9 = 2.7% done in 1363.3s, 48764.1s to go
on time step 533 (time=33.3125), 2.45632 s/step
Meep progress: 33.4375/1224.9 = 2.7% done in 1368.2s, 48751.8s to go
on time step 535 (time=33.4375), 2.45727 s/step
Meep progress: 33.5625/1224.9 = 2.7% done in 1373.1s, 48739.5s to go
on time step 537 (time=33.5625), 2.45659 s/step
Meep progress: 33.6875/1224.9 = 2.8% done in 1378.0s, 48727.5s to go
on time step 539 (time=33.6875), 2.45901 s/step
Meep progress: 33.8125/1224.9 = 2.8% done in 1382.9s, 48715.4s to go
on time step 541 (time=33.8125), 2.45671 s/step
Meep progress: 33.9375/1224.9 = 2.8% done in 1387.8s, 48703.3s to go
on time step 543 (time=33.9375), 2.45663 s/step
Meep progress: 34.0625/1224.9 = 2.8% done in 1392.8s, 48691.2s to go
on time step 545 (time=34.0625), 2.457 s/step
Meep progress: 34.1875/1224.9 = 2.8% done in 1397.7s, 48679.2s to go
on time step 547 (time=34.1875), 2.45676 s/step
Meep progress: 34.3125/1224.9 = 2.8% done in 1402.6s, 48667.3s to go
on time step 549 (time=34.3125), 2.45739 s/step
Meep progress: 34.4375/1224.9 = 2.8% done in 1407.5s, 48655.6s to go
on time step 551 (time=34.4375), 2.45889 s/step
Meep progress: 34.5625/1224.9 = 2.8% done in 1412.4s, 48643.8s to go
on time step 553 (time=34.5625), 2.45668 s/step
Meep progress: 34.6875/1224.9 = 2.8% done in 1417.3s, 48632.0s to go
on time step 555 (time=34.6875), 2.45681 s/step
Meep progress: 34.8125/1224.9 = 2.8% done in 1422.2s, 48620.2s to go
on time step 557 (time=34.8125), 2.45648 s/step
Meep progress: 34.9375/1224.9 = 2.9% done in 1427.2s, 48608.5s to go
on time step 559 (time=34.9375), 2.45656 s/step
Meep progress: 35.0625/1224.9 = 2.9% done in 1432.1s, 48596.9s to go
on time step 561 (time=35.0625), 2.45642 s/step
Meep progress: 35.1875/1224.9 = 2.9% done in 1437.0s, 48585.3s to go
on time step 563 (time=35.1875), 2.45762 s/step
Meep progress: 35.3125/1224.9 = 2.9% done in 1441.9s, 48573.8s to go
on time step 565 (time=35.3125), 2.45645 s/step
Meep progress: 35.4375/1224.9 = 2.9% done in 1446.8s, 48562.3s to go
on time step 567 (time=35.4375), 2.45696 s/step
Meep progress: 35.5625/1224.9 = 2.9% done in 1451.7s, 48550.8s to go
on time step 569 (time=35.5625), 2.45644 s/step
Meep progress: 35.6875/1224.9 = 2.9% done in 1456.6s, 48539.4s to go
on time step 571 (time=35.6875), 2.45673 s/step
Meep progress: 35.8125/1224.9 = 2.9% done in 1461.5s, 48528.0s to go
on time step 573 (time=35.8125), 2.45671 s/step
Meep progress: 35.9375/1224.9 = 2.9% done in 1466.5s, 48516.9s to go
on time step 575 (time=35.9375), 2.45945 s/step
Meep progress: 36.0625/1224.9 = 2.9% done in 1471.4s, 48505.6s to go
on time step 577 (time=36.0625), 2.45657 s/step
Meep progress: 36.1875/1224.9 = 3.0% done in 1476.3s, 48494.4s to go
on time step 579 (time=36.1875), 2.45695 s/step
Meep progress: 36.3125/1224.9 = 3.0% done in 1481.2s, 48483.6s to go
on time step 581 (time=36.3125), 2.46275 s/step
Meep progress: 36.4375/1224.9 = 3.0% done in 1486.1s, 48472.5s to go
on time step 583 (time=36.4375), 2.45695 s/step
Meep progress: 36.5625/1224.9 = 3.0% done in 1491.0s, 48461.4s to go
on time step 585 (time=36.5625), 2.45689 s/step
Meep progress: 36.6875/1224.9 = 3.0% done in 1496.0s, 48450.4s to go
on time step 587 (time=36.6875), 2.45717 s/step
Meep progress: 36.8125/1224.9 = 3.0% done in 1500.9s, 48439.3s to go
on time step 589 (time=36.8125), 2.45645 s/step
Meep progress: 36.9375/1224.9 = 3.0% done in 1505.8s, 48428.4s to go
on time step 591 (time=36.9375), 2.45668 s/step
Meep progress: 37.0625/1224.9 = 3.0% done in 1510.7s, 48417.4s to go
on time step 593 (time=37.0625), 2.45707 s/step
Meep progress: 37.1875/1224.9 = 3.0% done in 1515.6s, 48406.5s to go
on time step 595 (time=37.1875), 2.45672 s/step
Meep progress: 37.3125/1224.9 = 3.0% done in 1520.5s, 48395.7s to go
on time step 597 (time=37.3125), 2.45666 s/step
Meep progress: 37.4375/1224.9 = 3.1% done in 1525.4s, 48384.9s to go
on time step 599 (time=37.4375), 2.45714 s/step
Meep progress: 37.5625/1224.9 = 3.1% done in 1530.4s, 48374.2s to go
on time step 601 (time=37.5625), 2.45817 s/step
Meep progress: 37.6875/1224.9 = 3.1% done in 1535.3s, 48363.5s to go
on time step 603 (time=37.6875), 2.45662 s/step
Meep progress: 37.8125/1224.9 = 3.1% done in 1540.2s, 48352.8s to go
on time step 605 (time=37.8125), 2.45666 s/step
Meep progress: 37.9375/1224.9 = 3.1% done in 1545.1s, 48342.1s to go
on time step 607 (time=37.9375), 2.4567 s/step
Meep progress: 38.0625/1224.9 = 3.1% done in 1550.0s, 48331.5s to go
on time step 609 (time=38.0625), 2.45715 s/step
Meep progress: 38.1875/1224.9 = 3.1% done in 1554.9s, 48320.9s to go
on time step 611 (time=38.1875), 2.45637 s/step
Meep progress: 38.3125/1224.9 = 3.1% done in 1559.8s, 48310.4s to go
on time step 613 (time=38.3125), 2.45825 s/step
Meep progress: 38.4375/1224.9 = 3.1% done in 1564.8s, 48299.9s to go
on time step 615 (time=38.4375), 2.4566 s/step
Meep progress: 38.5625/1224.9 = 3.1% done in 1569.7s, 48289.4s to go
on time step 617 (time=38.5625), 2.45673 s/step
Meep progress: 38.6875/1224.9 = 3.2% done in 1574.6s, 48279.1s to go
on time step 619 (time=38.6875), 2.45768 s/step
Meep progress: 38.8125/1224.9 = 3.2% done in 1579.5s, 48268.7s to go
on time step 621 (time=38.8125), 2.4569 s/step
Meep progress: 38.9375/1224.9 = 3.2% done in 1584.4s, 48258.3s to go
on time step 623 (time=38.9375), 2.45738 s/step
Meep progress: 39.0625/1224.9 = 3.2% done in 1589.3s, 48248.1s to go
on time step 625 (time=39.0625), 2.45764 s/step
Meep progress: 39.1875/1224.9 = 3.2% done in 1594.2s, 48237.8s to go
on time step 627 (time=39.1875), 2.45705 s/step
Meep progress: 39.3125/1224.9 = 3.2% done in 1599.2s, 48227.5s to go
on time step 629 (time=39.3125), 2.45647 s/step
Meep progress: 39.4375/1224.9 = 3.2% done in 1604.1s, 48217.3s to go
on time step 631 (time=39.4375), 2.45665 s/step
Meep progress: 39.5625/1224.9 = 3.2% done in 1609.0s, 48207.1s to go
on time step 633 (time=39.5625), 2.45738 s/step
Meep progress: 39.6875/1224.9 = 3.2% done in 1613.9s, 48196.9s to go
on time step 635 (time=39.6875), 2.45686 s/step
Meep progress: 39.8125/1224.9 = 3.3% done in 1618.8s, 48186.9s to go
on time step 637 (time=39.8125), 2.45873 s/step
Meep progress: 39.9375/1224.9 = 3.3% done in 1623.7s, 48176.9s to go
on time step 639 (time=39.9375), 2.45722 s/step
Meep progress: 40.0625/1224.9 = 3.3% done in 1628.6s, 48166.8s to go
on time step 641 (time=40.0625), 2.45731 s/step
Meep progress: 40.1875/1224.9 = 3.3% done in 1633.6s, 48156.8s to go
on time step 643 (time=40.1875), 2.4568 s/step
Meep progress: 40.3125/1224.9 = 3.3% done in 1638.5s, 48146.8s to go
on time step 645 (time=40.3125), 2.45688 s/step
Meep progress: 40.4375/1224.9 = 3.3% done in 1643.4s, 48136.9s to go
on time step 647 (time=40.4375), 2.45717 s/step
Meep progress: 40.5625/1224.9 = 3.3% done in 1648.3s, 48126.9s to go
on time step 649 (time=40.5625), 2.45706 s/step
Meep progress: 40.6875/1224.9 = 3.3% done in 1653.2s, 48117.0s to go
on time step 651 (time=40.6875), 2.45675 s/step
Meep progress: 40.8125/1224.9 = 3.3% done in 1658.1s, 48107.2s to go
on time step 653 (time=40.8125), 2.45696 s/step
Meep progress: 40.9375/1224.9 = 3.3% done in 1663.0s, 48097.3s to go
on time step 655 (time=40.9375), 2.45626 s/step
Meep progress: 41.0625/1224.9 = 3.4% done in 1668.0s, 48087.5s to go
on time step 657 (time=41.0625), 2.45719 s/step
Meep progress: 41.1875/1224.9 = 3.4% done in 1672.9s, 48077.7s to go
on time step 659 (time=41.1875), 2.4568 s/step
Meep progress: 41.3125/1224.9 = 3.4% done in 1677.8s, 48068.0s to go
on time step 661 (time=41.3125), 2.45821 s/step
Meep progress: 41.4375/1224.9 = 3.4% done in 1682.7s, 48058.3s to go
on time step 663 (time=41.4375), 2.45719 s/step
Meep progress: 41.5625/1224.9 = 3.4% done in 1687.6s, 48048.6s to go
on time step 665 (time=41.5625), 2.45717 s/step
Meep progress: 41.6875/1224.9 = 3.4% done in 1692.5s, 48039.0s to go
on time step 667 (time=41.6875), 2.45744 s/step
Meep progress: 41.8125/1224.9 = 3.4% done in 1697.4s, 48029.4s to go
on time step 669 (time=41.8125), 2.457 s/step
Meep progress: 41.9375/1224.9 = 3.4% done in 1702.4s, 48019.8s to go
on time step 671 (time=41.9375), 2.45726 s/step
Meep progress: 42.0625/1224.9 = 3.4% done in 1707.3s, 48010.3s to go
on time step 673 (time=42.0625), 2.45833 s/step
Meep progress: 42.1875/1224.9 = 3.4% done in 1712.2s, 48000.7s to go
on time step 675 (time=42.1875), 2.45691 s/step
Meep progress: 42.3125/1224.9 = 3.5% done in 1717.1s, 47991.2s to go
on time step 677 (time=42.3125), 2.45732 s/step
Meep progress: 42.4375/1224.9 = 3.5% done in 1722.0s, 47981.8s to go
on time step 679 (time=42.4375), 2.45765 s/step
Meep progress: 42.5625/1224.9 = 3.5% done in 1726.9s, 47972.3s to go
on time step 681 (time=42.5625), 2.45694 s/step
Meep progress: 42.6875/1224.9 = 3.5% done in 1731.8s, 47962.8s to go
on time step 683 (time=42.6875), 2.45635 s/step
Meep progress: 42.8125/1224.9 = 3.5% done in 1736.8s, 47953.5s to go
on time step 685 (time=42.8125), 2.45889 s/step
Meep progress: 42.9375/1224.9 = 3.5% done in 1741.7s, 47944.2s to go
on time step 687 (time=42.9375), 2.45715 s/step
Meep progress: 43.0625/1224.9 = 3.5% done in 1746.6s, 47934.8s to go
on time step 689 (time=43.0625), 2.45689 s/step
Meep progress: 43.1875/1224.9 = 3.5% done in 1751.5s, 47925.5s to go
on time step 691 (time=43.1875), 2.45743 s/step
Meep progress: 43.3125/1224.9 = 3.5% done in 1756.4s, 47916.2s to go
on time step 693 (time=43.3125), 2.45709 s/step
Meep progress: 43.4375/1224.9 = 3.5% done in 1761.3s, 47906.9s to go
on time step 695 (time=43.4375), 2.45676 s/step
Meep progress: 43.5625/1224.9 = 3.6% done in 1766.3s, 47897.7s to go
on time step 697 (time=43.5625), 2.45847 s/step
Meep progress: 43.6875/1224.9 = 3.6% done in 1771.2s, 47888.5s to go
on time step 699 (time=43.6875), 2.45693 s/step
Meep progress: 43.8125/1224.9 = 3.6% done in 1776.1s, 47879.3s to go
on time step 701 (time=43.8125), 2.45722 s/step
Meep progress: 43.9375/1224.9 = 3.6% done in 1781.0s, 47870.3s to go
on time step 703 (time=43.9375), 2.46051 s/step
Meep progress: 44.0625/1224.9 = 3.6% done in 1785.9s, 47861.3s to go
on time step 705 (time=44.0625), 2.45989 s/step
Meep progress: 44.1875/1224.9 = 3.6% done in 1790.8s, 47852.3s to go
on time step 707 (time=44.1875), 2.4596 s/step
Meep progress: 44.3125/1224.9 = 3.6% done in 1795.8s, 47843.3s to go
on time step 709 (time=44.3125), 2.45929 s/step
Meep progress: 44.4375/1224.9 = 3.6% done in 1800.7s, 47834.4s to go
on time step 711 (time=44.4375), 2.46096 s/step
Meep progress: 44.5625/1224.9 = 3.6% done in 1805.6s, 47825.5s to go
on time step 713 (time=44.5625), 2.46098 s/step
Meep progress: 44.6875/1224.9 = 3.6% done in 1810.5s, 47816.6s to go
on time step 715 (time=44.6875), 2.45987 s/step
Meep progress: 44.8125/1224.9 = 3.7% done in 1815.4s, 47807.8s to go
on time step 717 (time=44.8125), 2.4602 s/step
Meep progress: 44.9375/1224.9 = 3.7% done in 1820.4s, 47798.9s to go
on time step 719 (time=44.9375), 2.45891 s/step
Meep progress: 45.0625/1224.9 = 3.7% done in 1825.3s, 47790.1s to go
on time step 721 (time=45.0625), 2.46142 s/step
Meep progress: 45.1875/1224.9 = 3.7% done in 1830.2s, 47781.5s to go
on time step 723 (time=45.1875), 2.46296 s/step
Meep progress: 45.3125/1224.9 = 3.7% done in 1835.1s, 47772.8s to go
on time step 725 (time=45.3125), 2.46099 s/step
Meep progress: 45.4375/1224.9 = 3.7% done in 1840.1s, 47764.0s to go
on time step 727 (time=45.4375), 2.46069 s/step
Meep progress: 45.5625/1224.9 = 3.7% done in 1845.0s, 47755.4s to go
on time step 729 (time=45.5625), 2.46135 s/step
Meep progress: 45.6875/1224.9 = 3.7% done in 1849.9s, 47746.6s to go
on time step 731 (time=45.6875), 2.45942 s/step
Meep progress: 45.8125/1224.9 = 3.7% done in 1854.8s, 47738.0s to go
on time step 733 (time=45.8125), 2.46093 s/step
Meep progress: 45.9375/1224.9 = 3.8% done in 1859.7s, 47729.3s to go
on time step 735 (time=45.9375), 2.46056 s/step
Meep progress: 46.0625/1224.9 = 3.8% done in 1864.7s, 47720.7s to go
on time step 737 (time=46.0625), 2.45976 s/step
Meep progress: 46.1875/1224.9 = 3.8% done in 1869.6s, 47712.0s to go
on time step 739 (time=46.1875), 2.45977 s/step
Meep progress: 46.3125/1224.9 = 3.8% done in 1874.5s, 47703.4s to go
on time step 741 (time=46.3125), 2.45999 s/step
Meep progress: 46.4375/1224.9 = 3.8% done in 1879.4s, 47695.1s to go
on time step 743 (time=46.4375), 2.46551 s/step
Meep progress: 46.5625/1224.9 = 3.8% done in 1884.4s, 47686.5s to go
on time step 745 (time=46.5625), 2.45901 s/step
Meep progress: 46.6875/1224.9 = 3.8% done in 1889.3s, 47677.9s to go
on time step 747 (time=46.6875), 2.46032 s/step
Meep progress: 46.8125/1224.9 = 3.8% done in 1894.2s, 47669.4s to go
on time step 749 (time=46.8125), 2.46103 s/step
Meep progress: 46.9375/1224.9 = 3.8% done in 1899.1s, 47660.9s to go
on time step 751 (time=46.9375), 2.45951 s/step
Meep progress: 47.0625/1224.9 = 3.8% done in 1904.0s, 47652.4s to go
on time step 753 (time=47.0625), 2.46089 s/step
Meep progress: 47.1875/1224.9 = 3.9% done in 1909.0s, 47644.0s to go
on time step 755 (time=47.1875), 2.46132 s/step
Meep progress: 47.3125/1224.9 = 3.9% done in 1913.9s, 47635.6s to go
on time step 757 (time=47.3125), 2.46052 s/step
Meep progress: 47.4375/1224.9 = 3.9% done in 1918.8s, 47627.2s to go
on time step 759 (time=47.4375), 2.46212 s/step
Meep progress: 47.5625/1224.9 = 3.9% done in 1923.7s, 47618.9s to go
on time step 761 (time=47.5625), 2.46067 s/step
Meep progress: 47.6875/1224.9 = 3.9% done in 1928.6s, 47610.5s to go
on time step 763 (time=47.6875), 2.46126 s/step
Meep progress: 47.8125/1224.9 = 3.9% done in 1933.6s, 47602.2s to go
on time step 765 (time=47.8125), 2.46109 s/step
Meep progress: 47.9375/1224.9 = 3.9% done in 1938.5s, 47593.9s to go
on time step 767 (time=47.9375), 2.4608 s/step
Meep progress: 48.0625/1224.9 = 3.9% done in 1943.4s, 47585.5s to go
on time step 769 (time=48.0625), 2.46078 s/step
Meep progress: 48.1875/1224.9 = 3.9% done in 1948.3s, 47577.3s to go
on time step 771 (time=48.1875), 2.46167 s/step
Meep progress: 48.3125/1224.9 = 3.9% done in 1953.3s, 47569.0s to go
on time step 773 (time=48.3125), 2.46088 s/step
Meep progress: 48.4375/1224.9 = 4.0% done in 1958.2s, 47560.8s to go
on time step 775 (time=48.4375), 2.46123 s/step
Meep progress: 48.5625/1224.9 = 4.0% done in 1963.1s, 47552.5s to go
on time step 777 (time=48.5625), 2.4594 s/step
Meep progress: 48.6875/1224.9 = 4.0% done in 1968.0s, 47544.2s to go
on time step 779 (time=48.6875), 2.46105 s/step
Meep progress: 48.8125/1224.9 = 4.0% done in 1972.9s, 47536.0s to go
on time step 781 (time=48.8125), 2.46106 s/step
Meep progress: 48.9375/1224.9 = 4.0% done in 1977.9s, 47527.9s to go
on time step 783 (time=48.9375), 2.46125 s/step
Meep progress: 49.0625/1224.9 = 4.0% done in 1982.8s, 47519.6s to go
on time step 785 (time=49.0625), 2.45903 s/step
Meep progress: 49.1875/1224.9 = 4.0% done in 1987.7s, 47511.4s to go
on time step 787 (time=49.1875), 2.45952 s/step
Meep progress: 49.3125/1224.9 = 4.0% done in 1992.6s, 47503.2s to go
on time step 789 (time=49.3125), 2.45979 s/step
Meep progress: 49.4375/1224.9 = 4.0% done in 1997.5s, 47495.0s to go
on time step 791 (time=49.4375), 2.45855 s/step
Meep progress: 49.5625/1224.9 = 4.0% done in 2002.5s, 47486.8s to go
on time step 793 (time=49.5625), 2.45866 s/step
Meep progress: 49.6875/1224.9 = 4.1% done in 2007.4s, 47478.7s to go
on time step 795 (time=49.6875), 2.4616 s/step
Meep progress: 49.8125/1224.9 = 4.1% done in 2012.3s, 47470.6s to go
on time step 797 (time=49.8125), 2.45928 s/step
Meep progress: 49.9375/1224.9 = 4.1% done in 2017.2s, 47462.5s to go
on time step 799 (time=49.9375), 2.4612 s/step
Meep progress: 50.0625/1224.9 = 4.1% done in 2022.1s, 47454.5s to go
on time step 801 (time=50.0625), 2.4607 s/step
Meep progress: 50.1875/1224.9 = 4.1% done in 2027.1s, 47446.4s to go
on time step 803 (time=50.1875), 2.45915 s/step
Meep progress: 50.3125/1224.9 = 4.1% done in 2032.0s, 47438.4s to go
on time step 805 (time=50.3125), 2.46116 s/step
Meep progress: 50.4375/1224.9 = 4.1% done in 2036.9s, 47430.4s to go
on time step 807 (time=50.4375), 2.46131 s/step
Meep progress: 50.5625/1224.9 = 4.1% done in 2041.8s, 47422.3s to go
on time step 809 (time=50.5625), 2.45963 s/step
Meep progress: 50.6875/1224.9 = 4.1% done in 2046.7s, 47414.4s to go
on time step 811 (time=50.6875), 2.46089 s/step
Meep progress: 50.8125/1224.9 = 4.1% done in 2051.7s, 47406.3s to go
